_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,11,ALLIANZ CAPITAL PROTECTED FUND 62,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,6408","0,02%","0,11%","0,33%","0,49%","1,46%","0,07%","0,82%","0,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.514.469.740,24","500.361.000,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096321,1
,12,ALLIANZ CAPITAL PROTECTED FUND 63,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.021,4818","0,02%","0,11%","0,34%","0,51%","1,52%","0,04%","0,85%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.008.350.724,06","500.006.750,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096331,1
,13,ALLIANZ CAPITAL PROTECTED FUND 64,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.020,9586","0,02%","0,11%","0,33%","0,49%","1,48%","0,04%","0,83%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"508.786.404.704,23","500.004.850,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096341,1
,14,ALLIANZ CAPITAL PROTECTED FUND 65,,"Allianz Global Investors Asset Management Indonesia, PT","BANK CENTRAL ASIA - CUSTODY, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.026,1221","0,02%","0,11%","0,32%","0,47%","1,41%","0,12%","0,79%","0,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.071.119.989,46","77.302.750,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096350,1
,15,ALLIANZ CAPITAL PROTECTED FUND 67,,"Allianz Global Investors Asset Management Indonesia, PT","Bank OCBC NISP, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.004,4936","0,01%","0,09%","0,27%","0,40%",-,-,"0,03%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"424.759.297.095,47","424.003.750,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096360,1
,16,ALLIANZ FIXED INCOME FUND 2,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.732,3440","0,07%","-0,03%","0,05%","-0,03%","-0,07%","3,18%","-0,51%","7,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.996.886.975,79","65.259.346,16",28-Jun-2016,Jan-2026,,Maks 2.00%,Rp. 100.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096370,1
,17,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Ya,"1,332600","-0,49%","0,37%","0,08%","0,83%","4,42%","8,20%","1,31%","12,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.336.388,11","1.002.982,09",02-Okt-2023,Jan-2026,,Maks. 3.00% p.a,USD 10.000,29-Jan-2026,30-Jan-2026,19-Feb-2026,,"0,00%",-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096379,1
,18,ALLIANZ HIGH DIVIDEND GLOBAL SHARIA EQUITY DOLLAR KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Reksadana Global,"Sharia, ETF",USD,Ya,"1,364600","-0,49%","0,40%","0,19%","1,01%","4,98%","9,36%","1,61%","11,08%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.706.038,78","6.388.200,00",,Jan-2026,,,,,,19-Feb-2026,,"0,00%",-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096389,1
,19,ALLIANZ INDO ASIA EQUITY FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.306,1800","-0,04%","1,20%","1,99%","-1,33%","2,21%","4,86%","2,37%","13,94%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.565.980.934,53","19.181.603,11",06-Jan-2017,Jan-2026,,Maks 3.00%,Rp 1.000.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096405,1
,20,ALLIANZ INDO ASIA EQUITY FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",STANDARD CHARTERED BANK - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.294,9800","-0,04%","1,21%","2,04%","-1,26%","2,43%","5,04%","2,49%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.721.216.771,79","42.329.667,57",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096414,1
,21,ALLIANZ RUPIAH LIQUID FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.864,1900","0,02%","0,07%","0,18%","0,24%","0,79%","1,83%","0,44%","4,21%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33.512.710.114,00","18.008.406,86",09-Jun-2011,Jan-2026,,Maks 1.50%,Rp. 100.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096424,1
,22,ALLIANZ RUPIAH LIQUID FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pasar Uang,Konvensional,IDR,Tidak,"1.879,4600","0,02%","0,08%","0,21%","0,30%","0,97%","2,20%","0,54%","5,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.911.856.137,00","29.278.931,59",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096433,1
,23,ALLIANZ SRI KEHATI INDEX FUND,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Index,IDR,Tidak,"1.083,4600","0,42%","0,51%","2,35%","-3,54%","-0,22%","1,21%","-0,15%","10,85%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.599.300.097,00","78.029.901,28",31-Agt-2017,Jan-2026,,Maks 1.50%,Rp 100.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096443,1
,24,ALLIANZ USD FIXED INCOME FUND KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,095400","-0,01%","0,05%","0,21%","0,33%","0,82%","1,39%","0,50%","3,82%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.453.983,18","5.900.949,23",02-Okt-2023,Jan-2026,,"Maks. 3,00% p.a",USD 1.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096452,1
,25,ALLIANZ USD FIXED INCOME FUND KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,111400","-0,01%","0,07%","0,29%","0,44%","1,15%","2,06%","0,68%","5,25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.541.717,02","3.194.100,00",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096462,1
,26,ALLIANZ USD FIXED INCOME FUND KELAS B2,,"Allianz Global Investors Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,USD,Tidak,"1,099100","-0,01%","0,07%","0,27%","0,41%","1,06%",-,"0,63%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190.246,43","173.461,85",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096471,1
,27,ALPHA DANA EKUITAS,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Saham,Konvensional,IDR,Tidak,"1.163,0022","0,08%","0,66%","1,99%","-1,47%","0,91%","1,60%","1,42%","16,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.197.388.510,66","4.557.756,96",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096481,1
,28,ALPHA PASAR UANG,,"Alpha Aset Manajemen, PT","BANK DANAMON INDONESIA - CUSTODY, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.113,0073","0,01%","0,05%","0,11%","0,18%","0,69%","1,66%","0,35%","3,52%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.074.117.609,70","3.664.511,04",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096491,1
,29,ANARGYA PERSIJA SUPERGOAL,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"916,7539","0,00%","0,00%","-5,32%","-8,29%",-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"581.176,57","600,24",,Jan-2026,,,,29-Jan-2026,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096500,1
,30,ANARGYA SUPERFUND EQUITY GROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Saham,Konvensional,IDR,Tidak,"1.966,6917","0,86%","4,94%","3,26%","9,49%","12,76%","87,46%","17,24%","190,83%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.817.849.912,26","3.579.490,47",11-Okt-2021,Jan-2026,,Maksimum 3%,Rp. 20.000,29-Jan-2026,30-Des-2025,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096510,1
,31,ANARGYA SUPERGAMA,,"Anargya Aset Manajemen, PT","Bank KB Bukopin, Tbk, PT",Pasar Uang,Konvensional,IDR,Tidak,"1.135,0630","0,01%","-0,02%","-0,09%","-0,04%","1,10%","2,21%","0,72%","5,10%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"295.217.416,92","259.861,98",12-Okt-2020,Jan-2026,,Maks 1%,"Rp 100.000,-",29-Jan-2026,30-Des-2025,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096519,1
,32,ANARGYA SUPERGROWTH,,"Anargya Aset Manajemen, PT","KEB Hana Bank Indonesia, PT",Pendapatan Tetap,Konvensional,IDR,Tidak,"1.236,4373","0,12%","-0,23%","-0,09%","0,00%","-3,08%","-0,99%","-1,25%","3,58%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.284.457.110,44","12.350.929,20",27-Agt-2021,Jan-2026,,Maks 3.00%,"Rp20,000",29-Jan-2026,30-Des-2025,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096529,1
,33,ASHMORE DANA BALANCED NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Campuran,Konvensional,IDR,Ya,"1.047,4400","0,13%","0,52%","-0,12%","-2,63%","-1,57%","0,11%","-1,12%","4,98%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"358.253.925.526,00","341.603.167,99",25-Nov-2022,Jan-2026,,Maks. 2.5%,"Rp 100.000,-",29-Sep-2024,30-Sep-2024,20-Feb-2026,,"0,00%",-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096538,1
,34,ASHMORE DANA EKUITAS NUSANTARA,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Saham,Konvensional,IDR,Ya,"1.336,4900","0,15%","1,59%","2,65%","-3,38%","4,29%","6,21%","3,62%","13,67%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.092.637.529.747,00","1.607.180.355,99",11-Feb-2013,Jan-2026,,Maks 3.0%,Rp. 100.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,"1.429,4805","0,15%","1,59%","2,65%","-3,38%","4,29%","6,21%","3,62%","13,67%",,,,,"1.428,4800","0,31%","3,17%","3,67%","-2,03%","4,36%","7,00%","2,72%","10,08%",,,,,2026-02-23T09:24:59.096548,1
,35,ASHMORE DANA OBLIGASI NUSANTARA KELAS A,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Ya,"1.507,6900","0,06%","-0,13%","-0,87%","-1,05%","-2,49%","-0,76%","-2,61%","0,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.263.953.045.667,50","7.405.948.644,94",24-Apr-2013,Jan-2026,,Maks 1.50%,Rp. 100.000,29-Jan-2026,30-Jan-2026,20-Feb-2026,"2.013,3912","0,06%","-0,13%","-0,31%","-0,49%","-0,83%","2,47%","-1,51%","6,87%",,,,,"1.955,5285","0,20%","0,22%","-0,16%","-0,70%","-0,59%","2,13%","-1,10%","5,39%",,,,,2026-02-23T09:24:59.096565,1
,36,ASHMORE DANA OBLIGASI NUSANTARA KELAS B,,"Ashmore Asset Management Indonesia, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,Konvensional,IDR,Tidak,"991,2500","0,06%","-0,12%","-0,30%","-0,47%","-0,76%",-,"-1,47%",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54.957.611.849,67","55.278.957,11",,Jan-2026,,,,,,20-Feb-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-02-23T09:24:59.096575,1
