_empty_0,No,Reksadana,Bloomberg Quote,Manajer Investasi,Bank Kustodian,Jenis,Kategori,Mata Uang,Dividen,NAB,1 Hari,1 Minggu,MtD,1 Bulan,3 Bulan,6 Bulan,YtD,1 Tahun,3 Tahun,5 Tahun,10 Tahun,Inception,Annualized Return - 1 Thn (%),Annualized Return - 3 Thn (%),Annualized Return - 5 Thn (%),Annualized Return - 10 Thn (%),St. Deviation - 1 Thn (%),St. Deviation - 3 Thn (%),St. Deviation - 5 Thn (%),St. Deviation - 10 Thn (%),Beta - 1 Thn,Beta - 3 Thn,Beta - 5 Thn,Beta - 10 Thn,Sharpe Ratio - 1 Thn,Sharpe Ratio - 3 Thn,Sharpe Ratio - 5 Thn,Sharpe Ratio - 10 Thn,Treynor Ratio - 1 Thn,Treynor Ratio - 3 Thn,Treynor Ratio - 5 Thn,Treynor Ratio - 10 Thn,Jensen Alpha - 1 Thn,Jensen Alpha - 3 Thn,Jensen Alpha - 5 Thn,Jensen Alpha - 10 Thn,Sortino Ratio - 1 Thn,Sortino Ratio - 3 Thn,Sortino Ratio - 5 Thn,Sortino Ratio - 10 Thn,Tracking Error - 1 Thn (%),Tracking Error - 3 Thn (%),Tracking Error - 5 Thn (%),Tracking Error - 10 Thn (%),Max Drawdown - 1 Thn (%),Max Drawdown - 3 Thn (%),Max Drawdown - 5 Thn (%),Max Drawdown - 10 Thn (%),Sharpe Ratio Performance,Sharpe Ratio Performance 1 Thn,Sharpe Ratio Performance 3 Thn,Sharpe Ratio Performance 5 Thn,Sharpe Ratio Performance 10 Thn,Dana Kelolaan,Unit Penyertaan,Tanggal Peluncuran,Last Update Dana Kelolaan,Expense Ratio (Tahun),Investment Manager Fee,Minimum Subscription,Last Update Fund Fact Sheet,Last Update Portfolio,Last Update,NAB (Div.Reinvest),1 Hari (%) (Div.Reinvest),1 Minggu (%) (Div.Reinvest),MtD (%) (Div.Reinvest),1 Bulan (%) (Div.Reinvest),3 Bulan (%) (Div.Reinvest),6 Bulan (%) (Div.Reinvest),YtD (%) (Div.Reinvest),1 Tahun (%) (Div.Reinvest),3 Tahun (%) (Div.Reinvest),5 Tahun (%) (Div.Reinvest),10 Tahun (%) (Div.Reinvest),Inception (%) (Div.Reinvest),NAB (Div.Tunai),1 Hari (%) (Div.Tunai),1 Minggu (%) (Div.Tunai),MtD (%) (Div.Tunai),1 Bulan (%) (Div.Tunai),3 Bulan (%) (Div.Tunai),6 Bulan (%) (Div.Tunai),YtD (%) (Div.Tunai),1 Tahun (%) (Div.Tunai),3 Tahun (%) (Div.Tunai),5 Tahun (%) (Div.Tunai),10 Tahun (%) (Div.Tunai),Inception (%) (Div.Tunai),scraped_at,page_number
,1,ABF INDONESIA BOND INDEX FUND,,"Bahana TCW Investment Management, PT",PT Bank HSBC Indonesia,Pendapatan Tetap,"ETF, Index",IDR,Tidak,"59.558,0973","-0,39%","-0,61%","-0,70%","-0,64%","-0,01%","2,64%","-0,62%","8,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.304.235.548.221,00","138.975.095,42",25-Mei-2005,Jan-2026,,Maks 0.30%,Rp 1.000.000,29-Des-2025,30-Des-2025,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597707,1
,2,ALLIANZ ALPHA SECTOR ROTATION KELAS A,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.447,1700","-4,06%","-7,76%","-6,48%","-5,07%","-4,68%","0,39%","-4,69%","13,72%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.910.986.308,90","74.616.724,42",18-Agt-2010,Jan-2026,,Maks 3.00%,Rp. 100.000,29-Jan-2026,30-Jan-2026,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597735,1
,3,ALLIANZ ALPHA SECTOR ROTATION KELAS B1,,"Allianz Global Investors Asset Management Indonesia, PT",DEUTSCHE BANK A. G. - CUSTODY,Saham,Konvensional,IDR,Tidak,"1.502,0600","-4,05%","-7,71%","-6,44%","-4,84%","-3,92%","2,00%","-4,15%","17,45%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.433.913.218,68","50.723.204,43",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597749,1
,4,ALLIANZ CAPITAL PROTECTED FUND 50,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,3224","0,02%","0,12%","0,09%","0,49%","1,60%","0,70%","1,13%","1,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.596.557.512,72","103.210.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597760,1
,5,ALLIANZ CAPITAL PROTECTED FUND 53,,"Allianz Global Investors Asset Management Indonesia, PT","BANK DBS INDONESIA - CUSTODY, PT",Terproteksi,Konvensional,IDR,Ya,"1.009,7300","0,02%","0,14%","0,10%","0,54%","-1,53%","0,20%","1,25%","0,48%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.494.485.686,00","150.000.000,00",,Jan-2026,,,,,,04-Mar-2026,,"0,00%",-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597771,1
,6,ALLIANZ CAPITAL PROTECTED FUND 55,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.037,1676","0,01%","0,09%","0,06%","0,36%","1,17%","0,59%","0,82%","1,23%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"516.398.402.091,80","500.000.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597782,1
,7,ALLIANZ CAPITAL PROTECTED FUND 57,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.022,9891","0,02%","0,12%","0,08%","0,46%","1,51%","0,03%","1,07%","0,40%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160.243.061.128,88","157.500.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597792,1
,8,ALLIANZ CAPITAL PROTECTED FUND 58,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.019,4862","0,01%","0,09%","0,06%","0,24%","1,03%","-0,12%","0,70%","0,05%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"762.325.831.103,65","750.000.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597802,1
,9,ALLIANZ CAPITAL PROTECTED FUND 60,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Permata, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.012,8091","0,02%","0,12%","0,08%","0,48%","1,55%","0,23%","1,10%","0,51%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201.428.147.806,81","200.000.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597812,1
,10,ALLIANZ CAPITAL PROTECTED FUND 61,,"Allianz Global Investors Asset Management Indonesia, PT","Bank Rakyat Indonesia, Tbk, PT",Terproteksi,Konvensional,IDR,Tidak,"1.015,2401","0,02%","0,11%","0,08%","-0,99%","-0,02%","0,14%","-0,43%","0,02%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"614.789.089.788,24","600.022.000,00",,Jan-2026,,,,,,04-Mar-2026,,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,,,,,2026-03-05T09:20:23.597822,1
